ID;Heatpump;Electric_Vehicle;PV_Installation;Category
1020;1;0;1;PV+HP
1021;1;0;1;PV+HP
1022;1;0;1;PV+HP
1023;0;1;1;EV+PV
1024;0;0;1;Only_PV
1025;0;1;1;EV+PV
1026;1;0;1;PV+HP
1027;0;1;1;EV+PV
1028;1;0;1;PV+HP
1029;0;0;0;NONE
1030;1;0;1;PV+HP
1031;1;0;1;PV+HP
1032;1;0;1;PV+HP
1033;0;0;1;Only_PV
1034;0;1;0;EV_NoPV
1035;1;0;1;PV+HP
1036;1;0;1;PV+HP
1037;1;0;1;PV+HP
1038;1;0;1;PV+HP
1039;0;1;0;EV_NoPV
1040;1;0;1;PV+HP
1041;1;0;1;PV+HP
1042;0;0;0;NONE
1043;0;1;1;EV+PV
1044;1;0;1;PV+HP
1045;0;1;1;EV+PV
1046;0;1;1;EV+PV
1047;1;0;1;PV+HP
1048;0;0;0;NONE
1049;1;0;1;PV+HP
1050;1;0;1;PV+HP
1051;0;0;1;Only_PV
1052;0;0;1;Only_PV
1053;1;0;1;PV+HP
1054;1;0;1;PV+HP
1055;0;1;1;EV+PV
1056;1;0;1;PV+HP
1057;1;0;1;PV+HP
1058;1;0;1;PV+HP
1059;1;0;1;PV+HP
1060;1;0;1;PV+HP
1061;0;0;0;NONE
1062;0;0;0;NONE
1063;1;0;1;PV+HP
1064;1;0;1;PV+HP
1065;1;0;1;PV+HP
1066;1;0;1;PV+HP
1067;0;1;1;EV+PV
1068;0;1;1;EV+PV
1069;1;0;1;PV+HP
1070;0;1;1;EV+PV
1071;1;0;1;PV+HP
1072;0;1;1;EV+PV
1073;0;0;1;Only_PV
1074;1;0;1;PV+HP
1075;0;1;1;EV+PV
1076;1;0;1;PV+HP
1077;1;0;1;PV+HP
1078;1;0;1;PV+HP
1079;1;0;1;PV+HP
1080;0;1;1;EV+PV
1081;0;0;1;Only_PV
1082;1;0;1;PV+HP
1083;0;1;1;EV+PV
1084;1;0;1;PV+HP
1085;1;0;1;PV+HP
1086;1;0;1;PV+HP
1087;0;1;1;EV+PV
1088;0;1;1;EV+PV
1089;0;0;0;NONE
1090;1;0;1;PV+HP
1091;0;1;1;EV+PV
1092;0;1;0;EV_NoPV
1093;0;1;1;EV+PV
1094;0;1;1;EV+PV
1095;0;0;1;Only_PV
1096;1;0;1;PV+HP
1097;0;0;1;Only_PV
1098;0;0;1;Only_PV
1099;1;0;1;PV+HP
1100;0;0;0;NONE
1101;1;0;1;PV+HP
1102;0;0;1;Only_PV
1103;1;0;1;PV+HP
1104;1;0;1;PV+HP
1105;1;0;1;PV+HP
1106;1;0;1;PV+HP
1107;1;0;1;PV+HP
1108;0;1;1;EV+PV
1109;0;0;1;Only_PV
1110;1;0;1;PV+HP
1111;0;0;1;Only_PV
1112;0;0;1;Only_PV
1113;1;0;1;PV+HP
1114;0;0;1;Only_PV
1115;0;0;0;NONE
1116;0;1;1;EV+PV
1117;1;0;1;PV+HP
1118;0;1;1;EV+PV
1119;0;0;1;Only_PV
1120;1;0;1;PV+HP
1121;0;1;1;EV+PV
1122;0;1;1;EV+PV
1123;1;0;1;PV+HP
1124;1;0;1;PV+HP
1125;0;1;1;EV+PV
1126;0;1;1;EV+PV
1127;0;1;1;EV+PV
1128;0;0;1;Only_PV
1129;0;0;1;Only_PV
1130;0;0;1;Only_PV
1131;0;0;1;Only_PV
1132;1;0;1;PV+HP
1133;1;0;1;PV+HP
1134;0;0;0;NONE
1135;0;0;1;Only_PV
1136;0;1;1;EV+PV
1137;1;0;1;PV+HP
1138;0;1;1;EV+PV
1139;0;1;1;EV+PV
1140;0;1;0;EV_NoPV
1141;1;0;1;PV+HP
1142;0;1;1;EV+PV
1143;0;0;1;Only_PV
1144;0;1;1;EV+PV
1145;0;0;1;Only_PV
1146;1;0;1;PV+HP
1147;0;0;1;Only_PV
1148;0;0;0;NONE
1149;0;0;1;Only_PV
1150;0;1;0;EV_NoPV
1151;1;0;1;PV+HP
1152;0;1;1;EV+PV
1153;0;0;1;Only_PV
1154;0;0;1;Only_PV
1155;0;0;0;NONE
1156;0;0;0;NONE
1157;0;0;1;Only_PV
1158;0;0;1;Only_PV
1159;0;0;0;NONE
1160;0;1;1;EV+PV
1161;0;0;1;Only_PV
1162;0;1;1;EV+PV
1163;0;1;1;EV+PV
1164;0;0;0;NONE
1165;1;0;1;PV+HP
1166;1;0;1;PV+HP
1167;0;1;1;EV+PV
1168;0;0;1;Only_PV
1169;0;0;0;NONE
1170;0;0;0;NONE
1171;0;0;0;NONE
1172;0;0;0;NONE
1173;1;0;1;PV+HP
1174;0;0;0;NONE
1175;0;0;1;Only_PV
1176;0;0;1;Only_PV
1177;0;1;0;EV_NoPV
1178;1;0;1;PV+HP
1179;0;0;1;Only_PV
1180;1;0;1;PV+HP
1181;0;1;1;EV+PV
1182;0;0;1;Only_PV
1183;0;1;0;EV_NoPV
1184;0;1;1;EV+PV
1185;1;0;1;PV+HP
1186;1;0;1;PV+HP
1187;0;0;1;Only_PV
1188;0;1;1;EV+PV
1189;1;0;1;PV+HP
1190;0;0;1;Only_PV
1191;0;0;1;Only_PV
1192;0;0;1;Only_PV
1193;0;0;1;Only_PV
1194;0;0;1;Only_PV
1195;0;0;1;Only_PV
1196;0;0;1;Only_PV
1197;0;1;1;EV+PV
1198;1;0;1;PV+HP
1199;0;1;1;EV+PV
1200;0;0;0;NONE
1201;0;0;0;NONE
1202;0;1;1;EV+PV
1203;0;0;1;Only_PV
1204;0;0;1;Only_PV
1205;0;0;1;Only_PV
1206;0;0;1;Only_PV
1207;0;0;1;Only_PV
1208;0;0;0;NONE
1209;0;0;0;NONE
1210;0;1;1;EV+PV
1211;0;1;1;EV+PV
1212;0;1;1;EV+PV
1213;1;0;1;PV+HP
1214;0;0;0;NONE
1215;0;0;1;Only_PV
1216;0;0;0;NONE
1217;0;0;1;Only_PV
1218;0;1;1;EV+PV
1219;0;1;1;EV+PV
1220;0;1;1;EV+PV
1221;1;0;1;PV+HP
1222;0;0;1;Only_PV
1223;0;0;0;NONE
1224;0;1;0;EV_NoPV
1225;0;1;0;EV_NoPV
1226;0;1;0;EV_NoPV
1227;0;0;1;Only_PV
1228;1;0;1;PV+HP
1229;0;0;1;Only_PV
1230;0;1;1;EV+PV
1231;0;1;0;EV_NoPV
1232;0;1;1;EV+PV
1233;0;0;0;NONE
1234;0;0;1;Only_PV
1235;1;0;1;PV+HP
1236;1;0;1;PV+HP
1237;1;0;1;PV+HP
1238;0;0;1;Only_PV
1239;0;0;0;NONE
1240;0;0;0;NONE
1241;0;1;0;EV_NoPV
1242;0;0;1;Only_PV
1243;0;1;1;EV+PV
1244;1;0;1;PV+HP
1245;0;1;1;EV+PV
1246;0;0;1;Only_PV
1247;0;1;0;EV_NoPV
1248;1;0;1;PV+HP
1249;0;0;0;NONE
1250;1;0;1;PV+HP
1251;0;1;0;EV_NoPV
1252;0;0;0;NONE
1253;0;0;0;NONE
1254;0;1;1;EV+PV
1255;0;1;1;EV+PV
1256;0;0;0;NONE
1257;0;1;1;EV+PV
1258;0;0;0;NONE
1259;0;0;1;Only_PV
1260;0;1;1;EV+PV
1261;0;1;0;EV_NoPV
1262;0;1;1;EV+PV
1263;0;0;1;Only_PV
1264;1;0;1;PV+HP
1265;1;0;1;PV+HP
1266;1;0;1;PV+HP
1267;0;1;1;EV+PV
1268;0;1;1;EV+PV
1269;0;0;0;NONE
1270;0;0;1;Only_PV
1271;0;1;1;EV+PV
1272;0;0;1;Only_PV
1273;1;0;1;PV+HP
1274;0;0;1;Only_PV
1275;0;1;1;EV+PV
1276;0;0;0;NONE
1277;0;1;1;EV+PV
1278;0;0;1;Only_PV
1279;0;0;0;NONE
1280;0;1;0;EV_NoPV
1281;0;1;1;EV+PV
1282;0;0;1;Only_PV
1283;0;0;1;Only_PV
1284;1;0;1;PV+HP
1285;1;0;1;PV+HP
1286;0;1;1;EV+PV
1287;0;0;0;NONE
1288;0;0;1;Only_PV
1289;1;0;1;PV+HP
1290;0;1;1;EV+PV
1291;0;0;1;Only_PV
1292;0;1;0;EV_NoPV
1293;0;0;0;NONE
1294;0;0;1;Only_PV
1295;0;1;0;EV_NoPV
1296;0;0;1;Only_PV
1297;0;0;0;NONE
1298;0;0;0;NONE
1299;0;0;0;NONE
1300;0;1;1;EV+PV
